transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR08028,SD,1,29,2,2,Quality,Approved,HIGH
TR08029,MM,2,104,1,0,Production,Rejected,MEDIUM
TR08030,MM,3,21,2,3,Production,Pending,HIGH
TR08031,SD,4,48,1,3,Quality,Pending,HIGH
TR08032,SD,4,88,0,2,Development,Rejected,MEDIUM
TR08033,FI,1,10,0,0,Development,Pending,LOW
TR08034,HR,5,44,1,0,Development,Pending,LOW
TR08035,MM,2,33,0,2,Production,Rejected,MEDIUM
TR08036,MM,2,71,1,1,Production,Rejected,LOW
TR08037,MM,6,40,1,2,Development,Approved,MEDIUM
TR08038,FI,4,73,1,2,Quality,Rejected,MEDIUM
TR08039,HR,1,15,2,0,Development,Approved,HIGH
TR08040,FI,1,77,1,1,Production,Rejected,MEDIUM
TR08041,MM,5,37,2,1,Quality,Rejected,HIGH
TR08042,FI,3,17,0,3,Production,Rejected,HIGH
TR08043,MM,1,50,2,2,Production,Pending,HIGH
TR08044,FI,6,12,2,3,Quality,Pending,HIGH
TR08045,HR,3,22,2,1,Development,Rejected,HIGH
TR08046,MM,6,102,2,1,Development,Pending,HIGH
TR08047,SD,3,42,1,2,Development,Approved,MEDIUM
TR08048,FI,2,74,1,2,Development,Rejected,MEDIUM
TR08049,MM,5,38,0,3,Production,Pending,HIGH
TR08050,HR,1,18,1,3,Development,Approved,HIGH
TR08051,HR,6,14,0,0,Quality,Pending,LOW
TR08052,FI,3,47,2,3,Development,Approved,HIGH
TR08053,MM,1,90,0,1,Quality,Approved,MEDIUM
TR08054,HR,4,50,1,0,Quality,Rejected,LOW
TR08055,HR,5,115,1,0,Production,Pending,MEDIUM
TR08056,FI,1,114,2,1,Production,Rejected,HIGH
TR08057,FI,6,12,1,2,Production,Pending,MEDIUM
TR08058,SD,5,113,0,0,Production,Pending,MEDIUM
TR08059,MM,6,58,0,0,Quality,Rejected,LOW
TR08060,MM,5,90,2,3,Production,Approved,HIGH
TR08061,HR,1,94,1,2,Production,Pending,MEDIUM
TR08062,MM,3,50,2,2,Production,Pending,HIGH
TR08063,MM,2,13,1,1,Quality,Pending,LOW
TR08064,MM,1,11,0,2,Production,Approved,MEDIUM
TR08065,HR,3,61,2,1,Quality,Rejected,HIGH
TR08066,FI,6,119,0,2,Development,Pending,MEDIUM
TR08067,MM,1,87,0,3,Production,Approved,HIGH
TR08068,HR,5,110,0,2,Development,Pending,MEDIUM
TR08069,MM,2,74,0,0,Quality,Rejected,LOW
TR08070,HR,4,95,0,0,Development,Approved,MEDIUM
TR08071,MM,1,72,0,3,Development,Pending,HIGH
TR08072,HR,3,23,1,0,Production,Pending,LOW
TR08073,FI,1,111,0,0,Development,Approved,MEDIUM
TR08074,FI,6,91,0,0,Quality,Rejected,MEDIUM
TR08075,SD,1,20,0,1,Production,Rejected,LOW
TR08076,SD,6,91,2,0,Production,Approved,HIGH
TR08077,HR,2,44,1,1,Production,Pending,LOW
TR08078,SD,3,58,0,2,Quality,Rejected,MEDIUM
TR08079,FI,3,98,2,1,Development,Pending,HIGH
TR08080,HR,3,72,0,0,Quality,Rejected,LOW
TR08081,FI,5,33,2,0,Production,Approved,HIGH
TR08082,MM,6,58,1,3,Development,Rejected,HIGH
TR08083,HR,5,19,0,3,Quality,Pending,HIGH
TR08084,FI,4,103,2,1,Production,Rejected,HIGH
TR08085,HR,6,13,2,3,Production,Pending,HIGH
TR08086,SD,5,103,1,2,Production,Pending,MEDIUM
TR08087,SD,5,69,1,3,Quality,Approved,HIGH
TR08088,FI,1,69,1,0,Production,Pending,MEDIUM
TR08089,MM,6,103,0,3,Development,Approved,HIGH
TR08090,SD,4,108,1,0,Production,Rejected,MEDIUM
TR08091,HR,5,74,1,2,Quality,Approved,MEDIUM
TR08092,SD,3,117,1,0,Production,Rejected,MEDIUM
TR08093,MM,1,68,0,1,Development,Approved,LOW
TR08094,SD,5,112,1,1,Production,Rejected,MEDIUM
TR08095,FI,2,101,2,1,Production,Rejected,HIGH
TR08096,SD,4,60,2,1,Development,Rejected,HIGH
TR08097,MM,4,114,2,0,Quality,Rejected,HIGH
TR08098,FI,6,96,2,0,Quality,Approved,HIGH
TR08099,FI,3,104,1,1,Quality,Pending,MEDIUM
TR08100,HR,3,118,1,0,Production,Rejected,MEDIUM
TR08101,SD,5,105,1,3,Development,Approved,HIGH
TR08102,MM,3,88,2,2,Production,Pending,HIGH
TR08103,MM,4,57,2,0,Production,Pending,HIGH
TR08104,MM,6,99,2,3,Quality,Approved,HIGH
TR08105,HR,2,81,2,3,Development,Approved,HIGH
TR08106,MM,2,118,0,2,Quality,Pending,MEDIUM
TR08107,FI,6,120,2,0,Production,Pending,HIGH
TR08108,FI,1,44,1,1,Production,Approved,LOW
TR08109,FI,5,120,2,0,Development,Approved,LOW
TR08110,HR,1,50,0,1,Quality,Pending,LOW
TR08111,FI,4,40,1,0,Quality,Rejected,LOW
TR08112,FI,3,62,1,2,Quality,Pending,MEDIUM
TR08113,MM,2,120,0,2,Quality,Rejected,MEDIUM
TR08114,FI,3,93,1,3,Development,Approved,HIGH
TR08115,HR,2,39,2,3,Production,Pending,HIGH
TR08116,SD,1,16,1,2,Quality,Approved,MEDIUM
TR08117,SD,6,10,0,0,Quality,Pending,LOW
TR08118,SD,4,12,1,3,Production,Pending,HIGH
TR08119,HR,4,74,2,0,Development,Pending,MEDIUM
TR08120,MM,3,119,1,3,Quality,Rejected,MEDIUM
TR08121,MM,3,13,2,0,Production,Pending,HIGH
TR08122,SD,6,106,0,2,Development,Pending,MEDIUM
TR08123,MM,5,101,1,3,Quality,Approved,HIGH
TR08124,MM,2,68,0,0,Development,Pending,LOW
TR08125,FI,2,64,1,1,Production,Pending,MEDIUM
TR08126,FI,6,88,2,0,Production,Approved,HIGH
TR08127,SD,1,87,0,3,Development,Approved,HIGH
TR08128,MM,6,41,1,1,Quality,Rejected,LOW
TR08129,MM,5,64,1,3,Production,Approved,HIGH
TR08130,MM,6,47,2,0,Development,Rejected,HIGH
TR08131,MM,1,13,1,1,Development,Rejected,LOW
TR08132,MM,6,89,0,2,Quality,Approved,MEDIUM
TR08133,FI,4,67,1,0,Production,Rejected,MEDIUM
TR08134,FI,4,89,0,0,Quality,Approved,MEDIUM
TR08135,MM,2,39,2,2,Production,Approved,HIGH
TR08136,MM,3,36,0,2,Development,Pending,MEDIUM
TR08137,HR,6,27,2,2,Quality,Rejected,HIGH
TR08138,FI,3,101,2,0,Production,Pending,HIGH
TR08139,HR,6,73,0,3,Production,Approved,HIGH
TR08140,MM,1,78,2,1,Quality,Pending,HIGH
TR08141,MM,1,61,0,3,Development,Rejected,HIGH
TR08142,MM,5,65,2,2,Production,Rejected,HIGH
TR08143,HR,2,28,2,1,Development,Approved,HIGH
TR08144,SD,2,119,1,1,Quality,Rejected,MEDIUM
TR08145,HR,5,105,0,1,Quality,Pending,MEDIUM
TR08146,SD,2,76,1,2,Quality,Pending,MEDIUM
TR08147,SD,3,69,1,0,Quality,Pending,LOW
TR08148,SD,3,19,0,2,Quality,Rejected,MEDIUM
TR08149,FI,4,98,1,1,Quality,Approved,MEDIUM
TR08150,MM,6,26,1,2,Quality,Rejected,MEDIUM
TR08151,MM,3,103,1,0,Production,Rejected,MEDIUM
TR08152,FI,5,93,2,3,Quality,Pending,HIGH
TR08153,SD,4,27,2,0,Production,Pending,HIGH
TR08154,FI,4,64,0,2,Production,Approved,MEDIUM
TR08155,HR,2,33,0,2,Development,Rejected,MEDIUM
TR08156,HR,1,43,2,2,Production,Pending,HIGH
TR08157,SD,5,26,1,0,Quality,Approved,LOW
TR08158,MM,1,51,1,1,Production,Approved,LOW
TR08159,FI,5,32,0,3,Production,Rejected,HIGH
TR08160,MM,2,14,2,1,Quality,Approved,HIGH
TR08161,FI,6,100,2,2,Development,Approved,HIGH
TR08162,SD,4,82,0,1,Development,Rejected,MEDIUM
TR08163,MM,5,118,2,0,Development,Pending,HIGH
TR08164,FI,6,31,0,3,Production,Rejected,HIGH
TR08165,MM,3,117,1,1,Quality,Rejected,MEDIUM
TR08166,SD,2,31,1,0,Development,Approved,LOW
TR08167,SD,1,80,0,3,Quality,Rejected,LOW
TR08168,HR,5,23,1,0,Quality,Approved,LOW
TR08169,SD,2,47,1,0,Production,Rejected,LOW
TR08170,SD,5,30,2,0,Production,Pending,HIGH
TR08171,SD,1,109,0,1,Production,Rejected,MEDIUM
TR08172,HR,1,12,2,3,Production,Pending,HIGH
TR08173,FI,1,109,1,0,Quality,Rejected,MEDIUM
TR08174,MM,4,47,2,3,Development,Pending,HIGH
TR08175,SD,5,96,2,0,Development,Approved,HIGH
TR08176,HR,5,45,2,1,Quality,Approved,HIGH
TR08177,HR,5,94,1,3,Development,Pending,HIGH
TR08178,MM,6,115,2,2,Production,Rejected,HIGH
TR08179,SD,4,20,2,2,Quality,Rejected,HIGH
TR08180,HR,1,15,1,0,Production,Approved,LOW
TR08181,FI,2,56,0,1,Quality,Approved,LOW
TR08182,MM,1,90,1,1,Development,Pending,MEDIUM
TR08183,FI,3,51,2,3,Quality,Approved,HIGH
TR08184,FI,6,93,1,1,Production,Pending,LOW
TR08185,FI,3,48,0,0,Development,Rejected,LOW
TR08186,SD,5,42,2,0,Production,Approved,HIGH
TR08187,HR,3,95,2,2,Development,Pending,HIGH
TR08188,HR,6,59,1,2,Production,Approved,MEDIUM
TR08189,FI,2,110,1,2,Development,Rejected,LOW
TR08190,FI,1,115,0,0,Quality,Approved,MEDIUM
TR08191,MM,3,117,1,1,Development,Pending,MEDIUM
TR08192,SD,5,115,2,2,Development,Rejected,HIGH
TR08193,FI,6,84,1,2,Quality,Approved,MEDIUM
TR08194,FI,3,46,0,3,Production,Rejected,HIGH
TR08195,FI,6,37,1,2,Production,Rejected,MEDIUM
TR08196,MM,1,46,2,2,Development,Rejected,LOW
TR08197,FI,1,63,2,2,Quality,Rejected,HIGH
TR08198,MM,2,34,0,3,Quality,Rejected,HIGH
TR08199,MM,4,112,1,2,Development,Rejected,MEDIUM
TR08200,FI,4,54,0,2,Production,Rejected,MEDIUM
TR08201,HR,3,12,2,0,Development,Pending,HIGH
TR08202,FI,5,23,1,3,Quality,Approved,MEDIUM
TR08203,MM,1,79,1,2,Development,Rejected,MEDIUM
TR08204,SD,3,98,1,1,Production,Approved,MEDIUM
TR08205,SD,6,65,1,2,Quality,Rejected,MEDIUM
TR08206,SD,4,75,0,1,Quality,Rejected,LOW
TR08207,FI,1,70,2,3,Production,Rejected,HIGH
TR08208,MM,1,20,2,3,Development,Rejected,HIGH
TR08209,FI,4,90,2,0,Quality,Rejected,HIGH
TR08210,MM,6,32,1,2,Production,Rejected,MEDIUM
TR08211,FI,2,104,1,3,Quality,Approved,HIGH
TR08212,FI,5,13,1,2,Quality,Approved,MEDIUM
TR08213,HR,4,110,2,0,Development,Pending,HIGH
TR08214,MM,3,87,1,3,Quality,Pending,HIGH
TR08215,SD,3,48,1,2,Quality,Rejected,MEDIUM
TR08216,SD,1,86,1,0,Quality,Rejected,MEDIUM
TR08217,FI,1,116,2,2,Development,Rejected,HIGH
TR08218,FI,3,48,2,2,Quality,Rejected,HIGH
TR08219,SD,2,116,0,3,Quality,Approved,HIGH
TR08220,HR,6,37,2,0,Quality,Pending,HIGH
TR08221,HR,4,55,2,1,Quality,Rejected,HIGH
TR08222,FI,2,23,1,3,Production,Rejected,HIGH
TR08223,HR,3,110,2,0,Development,Approved,HIGH
TR08224,FI,4,66,2,1,Quality,Approved,HIGH
TR08225,HR,6,75,0,0,Production,Approved,LOW
TR08226,HR,1,107,1,3,Development,Approved,HIGH
TR08227,MM,3,33,1,0,Development,Pending,LOW
TR08228,HR,2,119,1,2,Quality,Rejected,LOW
TR08229,MM,4,22,0,2,Production,Pending,MEDIUM
TR08230,HR,1,20,2,1,Development,Approved,HIGH
TR08231,MM,6,90,0,0,Development,Pending,MEDIUM
TR08232,MM,1,45,2,3,Quality,Rejected,HIGH
TR08233,HR,1,79,2,2,Development,Approved,HIGH
TR08234,FI,3,61,1,1,Quality,Pending,MEDIUM
TR08235,HR,3,34,2,0,Production,Pending,HIGH
TR08236,MM,2,58,1,1,Development,Pending,LOW
TR08237,HR,3,56,2,3,Development,Pending,HIGH
TR08238,MM,6,16,0,1,Development,Approved,LOW
TR08239,FI,4,10,0,1,Development,Rejected,LOW
TR08240,SD,3,72,1,0,Development,Pending,LOW
TR08241,FI,5,79,0,1,Quality,Approved,MEDIUM
TR08242,FI,4,83,2,0,Production,Pending,HIGH
TR08243,SD,6,56,1,3,Production,Pending,HIGH
TR08244,HR,2,54,0,3,Quality,Approved,HIGH
TR08245,FI,6,27,0,1,Quality,Pending,LOW
TR08246,HR,6,44,0,3,Quality,Pending,HIGH
TR08247,MM,2,10,0,1,Development,Pending,LOW
TR08248,MM,2,67,0,3,Quality,Pending,HIGH
TR08249,MM,6,103,0,2,Development,Rejected,MEDIUM
TR08250,HR,6,105,0,0,Development,Approved,MEDIUM
TR08251,MM,4,106,0,1,Production,Approved,MEDIUM
TR08252,HR,4,90,1,1,Development,Rejected,MEDIUM
TR08253,FI,6,108,0,3,Production,Approved,LOW
TR08254,FI,5,24,0,2,Quality,Approved,MEDIUM
TR08255,MM,6,15,1,2,Quality,Pending,MEDIUM
TR08256,HR,6,54,0,0,Development,Rejected,LOW
TR08257,SD,2,70,2,1,Development,Pending,HIGH
TR08258,MM,5,33,2,0,Development,Pending,HIGH
TR08259,MM,3,44,2,0,Quality,Pending,HIGH
TR08260,HR,3,69,1,3,Quality,Pending,HIGH
TR08261,SD,5,31,2,0,Quality,Pending,HIGH
TR08262,FI,2,93,1,2,Production,Approved,MEDIUM
TR08263,SD,5,100,2,0,Development,Pending,HIGH
TR08264,SD,6,113,1,0,Production,Approved,MEDIUM
TR08265,MM,6,101,1,2,Production,Rejected,MEDIUM
TR08266,SD,4,110,2,2,Production,Pending,HIGH
TR08267,HR,5,111,2,2,Quality,Pending,HIGH
TR08268,SD,2,25,2,2,Quality,Approved,HIGH
TR08269,FI,3,26,1,0,Quality,Approved,LOW
TR08270,FI,3,39,2,1,Quality,Pending,HIGH
TR08271,HR,1,108,0,1,Production,Rejected,MEDIUM
TR08272,SD,3,104,2,1,Quality,Rejected,HIGH
TR08273,FI,2,66,0,0,Quality,Pending,MEDIUM
TR08274,MM,1,89,2,3,Production,Approved,HIGH
TR08275,MM,3,61,2,3,Development,Approved,HIGH
TR08276,SD,2,82,0,0,Production,Rejected,MEDIUM
TR08277,MM,5,30,2,0,Production,Rejected,HIGH
TR08278,SD,1,66,0,2,Production,Rejected,MEDIUM
TR08279,SD,1,56,0,3,Production,Approved,HIGH
TR08280,FI,3,63,0,3,Production,Pending,HIGH
TR08281,HR,2,19,1,3,Development,Rejected,HIGH
TR08282,MM,3,39,2,0,Quality,Pending,HIGH
TR08283,HR,3,20,2,2,Production,Rejected,HIGH
TR08284,MM,6,14,0,2,Quality,Pending,MEDIUM
TR08285,MM,5,43,1,2,Quality,Pending,MEDIUM
TR08286,FI,2,93,0,1,Development,Rejected,MEDIUM
TR08287,SD,5,22,0,0,Development,Approved,LOW
TR08288,MM,1,80,2,1,Development,Rejected,HIGH
TR08289,MM,2,101,0,1,Production,Pending,MEDIUM
TR08290,HR,4,62,2,3,Development,Rejected,HIGH
TR08291,MM,6,80,0,1,Quality,Rejected,LOW
TR08292,SD,1,97,0,0,Production,Rejected,MEDIUM
TR08293,MM,3,98,1,3,Development,Pending,HIGH
TR08294,SD,5,12,2,0,Development,Approved,HIGH
TR08295,SD,2,16,0,1,Quality,Approved,LOW
TR08296,MM,4,103,1,3,Quality,Rejected,HIGH
TR08297,FI,4,70,2,2,Quality,Pending,HIGH
TR08298,MM,6,21,1,1,Development,Approved,HIGH
TR08299,SD,3,106,2,3,Development,Approved,HIGH
TR08300,SD,3,50,0,1,Development,Pending,LOW
TR08301,SD,3,50,0,1,Quality,Rejected,LOW
TR08302,SD,1,55,2,1,Production,Pending,LOW
TR08303,MM,5,74,1,1,Production,Approved,LOW
TR08304,HR,4,74,2,0,Development,Approved,HIGH
TR08305,SD,6,33,2,2,Quality,Pending,HIGH
TR08306,FI,3,32,2,1,Production,Pending,HIGH
TR08307,SD,1,65,0,3,Development,Pending,HIGH
TR08308,HR,3,100,0,0,Development,Rejected,MEDIUM
TR08309,SD,1,33,2,2,Development,Pending,HIGH
TR08310,MM,5,66,1,0,Development,Pending,LOW
TR08311,FI,3,108,2,0,Production,Pending,HIGH
TR08312,MM,3,81,1,2,Production,Approved,MEDIUM
TR08313,SD,4,23,1,0,Production,Rejected,LOW
TR08314,HR,4,114,2,2,Development,Pending,HIGH
TR08315,HR,5,85,0,1,Production,Approved,MEDIUM
TR08316,MM,4,90,2,0,Production,Approved,HIGH
TR08317,SD,6,11,1,3,Quality,Rejected,HIGH
TR08318,FI,5,98,2,2,Quality,Rejected,HIGH
TR08319,SD,1,50,2,1,Production,Pending,HIGH
TR08320,HR,4,115,1,2,Development,Pending,MEDIUM
TR08321,HR,3,62,2,3,Quality,Rejected,HIGH
TR08322,HR,2,97,1,0,Quality,Pending,MEDIUM
TR08323,FI,6,100,0,0,Quality,Rejected,MEDIUM
TR08324,SD,2,49,0,3,Development,Pending,HIGH
TR08325,SD,4,80,0,2,Quality,Rejected,MEDIUM
TR08326,MM,2,51,0,0,Development,Approved,HIGH
TR08327,MM,6,25,1,0,Quality,Approved,LOW
TR08328,MM,1,113,0,3,Quality,Pending,HIGH
TR08329,FI,3,97,1,3,Development,Rejected,HIGH
TR08330,SD,2,34,2,0,Development,Rejected,MEDIUM
TR08331,SD,6,78,0,2,Quality,Rejected,LOW
TR08332,HR,1,84,0,3,Production,Rejected,HIGH
TR08333,HR,3,103,0,3,Production,Pending,HIGH
TR08334,SD,2,96,1,3,Development,Approved,HIGH
TR08335,FI,6,50,2,2,Quality,Pending,HIGH
TR08336,MM,1,71,2,1,Production,Pending,HIGH
TR08337,MM,6,24,2,3,Development,Rejected,HIGH
TR08338,MM,2,115,1,2,Quality,Approved,MEDIUM
TR08339,SD,1,80,0,0,Production,Approved,LOW
TR08340,SD,4,99,2,0,Development,Rejected,HIGH
TR08341,FI,2,67,2,1,Quality,Rejected,HIGH
TR08342,HR,5,101,1,2,Development,Rejected,MEDIUM
TR08343,SD,4,86,0,2,Quality,Pending,MEDIUM
TR08344,SD,2,72,2,1,Quality,Rejected,MEDIUM
TR08345,FI,5,108,0,1,Production,Rejected,MEDIUM
TR08346,FI,1,97,2,1,Production,Pending,HIGH
TR08347,HR,6,71,2,1,Production,Pending,HIGH
TR08348,SD,2,10,2,1,Development,Approved,HIGH
TR08349,FI,2,75,2,0,Quality,Rejected,MEDIUM
TR08350,MM,2,101,0,1,Development,Pending,MEDIUM
TR08351,SD,3,27,1,0,Quality,Approved,LOW
TR08352,FI,3,106,2,2,Production,Rejected,HIGH
TR08353,MM,2,97,0,1,Development,Rejected,MEDIUM
TR08354,SD,4,106,1,0,Production,Rejected,MEDIUM
TR08355,FI,1,75,2,0,Production,Pending,HIGH
TR08356,FI,2,92,0,3,Production,Pending,HIGH
TR08357,MM,1,109,1,2,Production,Pending,MEDIUM
TR08358,SD,4,26,0,3,Development,Rejected,MEDIUM
TR08359,HR,3,108,1,1,Development,Rejected,MEDIUM
TR08360,HR,2,14,0,3,Quality,Rejected,HIGH
TR08361,SD,6,16,2,1,Quality,Pending,HIGH
TR08362,MM,6,16,0,3,Production,Approved,HIGH
TR08363,MM,1,91,1,3,Development,Pending,HIGH
TR08364,HR,4,107,1,2,Production,Rejected,MEDIUM
TR08365,HR,1,103,2,2,Quality,Approved,HIGH
TR08366,SD,2,74,0,3,Production,Approved,HIGH
TR08367,SD,6,17,1,3,Production,Rejected,HIGH
TR08368,HR,4,107,0,1,Quality,Rejected,MEDIUM
TR08369,FI,2,105,2,0,Quality,Rejected,HIGH
TR08370,MM,3,79,0,2,Development,Approved,MEDIUM
TR08371,MM,4,51,1,0,Quality,Rejected,LOW
TR08372,HR,2,16,0,3,Production,Rejected,HIGH
TR08373,FI,1,24,1,2,Production,Pending,MEDIUM
TR08374,HR,4,68,1,3,Development,Pending,HIGH
TR08375,HR,4,101,1,2,Quality,Rejected,MEDIUM
TR08376,FI,6,72,0,3,Quality,Rejected,HIGH
TR08377,FI,2,12,0,2,Production,Approved,MEDIUM
TR08378,FI,1,81,0,1,Quality,Approved,MEDIUM
TR08379,HR,1,109,1,2,Production,Approved,MEDIUM
TR08380,MM,5,90,0,0,Development,Rejected,MEDIUM
TR08381,FI,2,106,1,2,Development,Approved,MEDIUM
TR08382,MM,4,104,0,0,Development,Rejected,MEDIUM
TR08383,FI,3,80,2,0,Production,Rejected,HIGH
TR08384,SD,5,118,2,3,Development,Approved,HIGH
TR08385,MM,4,77,0,1,Production,Approved,LOW
TR08386,HR,2,83,0,0,Quality,Approved,MEDIUM
TR08387,HR,5,63,0,0,Development,Rejected,MEDIUM
TR08388,FI,5,106,1,3,Quality,Approved,HIGH
TR08389,HR,6,88,2,3,Quality,Pending,HIGH
TR08390,FI,1,79,1,0,Development,Approved,MEDIUM
TR08391,MM,4,109,0,2,Quality,Pending,MEDIUM
TR08392,FI,5,105,0,3,Development,Pending,HIGH
TR08393,MM,2,12,0,1,Production,Rejected,LOW
TR08394,MM,4,98,1,1,Development,Rejected,MEDIUM
TR08395,MM,4,109,2,1,Development,Approved,HIGH
TR08396,SD,2,46,0,3,Quality,Approved,HIGH
TR08397,HR,4,66,1,3,Development,Pending,HIGH
TR08398,FI,6,83,2,2,Quality,Approved,HIGH
TR08399,SD,4,103,1,3,Quality,Approved,HIGH
TR08400,MM,3,98,2,3,Production,Rejected,HIGH
TR08401,FI,4,98,1,3,Development,Rejected,HIGH
TR08402,FI,4,71,0,3,Development,Pending,HIGH
TR08403,FI,5,18,0,0,Development,Approved,LOW
TR08404,HR,5,40,0,1,Production,Pending,LOW
TR08405,SD,1,85,2,3,Production,Rejected,LOW
TR08406,MM,3,17,2,0,Production,Approved,HIGH
TR08407,MM,2,70,1,2,Quality,Pending,MEDIUM
TR08408,SD,6,46,1,3,Development,Pending,HIGH
TR08409,HR,6,86,0,2,Quality,Pending,MEDIUM
TR08410,HR,1,68,1,0,Quality,Pending,LOW
TR08411,HR,5,108,2,2,Development,Approved,HIGH
TR08412,HR,1,37,1,3,Production,Rejected,HIGH
TR08413,MM,4,58,0,1,Quality,Rejected,LOW
TR08414,MM,1,79,1,3,Production,Approved,HIGH
TR08415,MM,5,19,0,0,Development,Pending,LOW
TR08416,FI,3,65,1,0,Development,Approved,MEDIUM
TR08417,HR,2,31,2,2,Production,Approved,HIGH
TR08418,MM,3,63,0,2,Quality,Approved,MEDIUM
TR08419,MM,5,33,2,2,Development,Rejected,HIGH
TR08420,MM,3,99,0,0,Development,Pending,MEDIUM
TR08421,FI,5,18,2,1,Production,Rejected,HIGH
TR08422,SD,4,89,1,3,Quality,Rejected,HIGH
TR08423,MM,1,34,0,3,Development,Rejected,HIGH
TR08424,FI,5,88,0,3,Quality,Approved,HIGH
TR08425,HR,6,78,1,0,Quality,Rejected,LOW
TR08426,HR,4,82,2,0,Production,Pending,HIGH
TR08427,FI,5,29,0,2,Production,Rejected,MEDIUM
TR08428,MM,5,53,0,2,Development,Pending,MEDIUM
TR08429,SD,6,54,2,1,Production,Pending,LOW
TR08430,FI,4,56,0,3,Production,Rejected,HIGH
TR08431,MM,2,120,1,3,Production,Rejected,HIGH
TR08432,FI,2,32,1,1,Production,Approved,LOW
TR08433,MM,4,31,1,2,Quality,Rejected,MEDIUM
TR08434,SD,3,90,0,1,Production,Approved,MEDIUM
TR08435,SD,5,26,1,2,Quality,Pending,MEDIUM
TR08436,MM,2,89,1,3,Production,Pending,HIGH
TR08437,FI,4,50,0,3,Development,Rejected,MEDIUM
TR08438,MM,4,106,1,2,Development,Rejected,MEDIUM
TR08439,FI,4,36,1,1,Development,Rejected,LOW
TR08440,FI,4,59,1,0,Development,Pending,HIGH
TR08441,SD,3,42,0,1,Production,Approved,LOW
TR08442,SD,4,52,0,2,Production,Rejected,MEDIUM
TR08443,SD,1,91,1,1,Development,Rejected,MEDIUM
TR08444,SD,6,61,0,1,Development,Rejected,LOW
TR08445,SD,1,20,2,3,Quality,Rejected,HIGH
TR08446,MM,4,89,0,0,Quality,Rejected,MEDIUM
TR08447,FI,4,10,2,2,Development,Pending,HIGH
TR08448,FI,4,57,2,1,Development,Pending,HIGH
TR08449,FI,1,79,2,2,Quality,Pending,HIGH
TR08450,FI,3,67,2,3,Development,Approved,HIGH
TR08451,FI,5,78,2,3,Quality,Pending,HIGH
TR08452,SD,2,70,2,3,Production,Rejected,HIGH
TR08453,HR,6,63,2,0,Production,Pending,HIGH
TR08454,FI,5,80,2,3,Quality,Rejected,HIGH
TR08455,HR,2,111,0,0,Quality,Rejected,MEDIUM
TR08456,SD,3,50,1,2,Quality,Rejected,MEDIUM
TR08457,HR,1,76,2,2,Production,Pending,HIGH
TR08458,MM,3,79,1,3,Quality,Rejected,HIGH
TR08459,MM,4,100,1,2,Development,Approved,MEDIUM
TR08460,SD,4,56,0,3,Quality,Approved,HIGH
TR08461,SD,4,30,1,3,Production,Rejected,HIGH
TR08462,FI,3,26,1,1,Development,Approved,LOW
TR08463,SD,4,40,0,3,Production,Pending,HIGH
TR08464,HR,1,61,2,3,Production,Pending,HIGH
TR08465,MM,2,40,1,2,Quality,Rejected,MEDIUM
TR08466,MM,5,76,0,1,Development,Rejected,LOW
TR08467,MM,6,29,1,2,Production,Pending,MEDIUM
TR08468,MM,5,112,2,1,Production,Approved,HIGH
TR08469,HR,4,65,1,1,Quality,Pending,LOW
TR08470,FI,1,82,0,0,Development,Rejected,MEDIUM
TR08471,FI,1,12,0,1,Production,Pending,LOW
TR08472,FI,4,81,0,3,Quality,Pending,HIGH
TR08473,FI,4,28,1,3,Quality,Pending,HIGH
TR08474,SD,2,55,0,0,Development,Approved,LOW
TR08475,FI,3,35,1,1,Quality,Pending,LOW
TR08476,MM,4,19,2,3,Quality,Rejected,HIGH
TR08477,FI,4,31,1,1,Production,Approved,LOW
TR08478,FI,1,114,2,0,Quality,Rejected,MEDIUM
TR08479,HR,3,49,1,0,Production,Approved,LOW
TR08480,HR,3,83,0,3,Production,Pending,HIGH
TR08481,MM,1,26,0,1,Development,Pending,LOW
TR08482,MM,3,86,1,3,Development,Approved,HIGH
TR08483,SD,1,91,0,1,Quality,Pending,MEDIUM
TR08484,FI,4,45,2,3,Production,Pending,HIGH
TR08485,MM,2,88,2,3,Production,Approved,HIGH
TR08486,MM,4,77,1,0,Development,Rejected,LOW
TR08487,HR,2,56,1,2,Production,Rejected,MEDIUM
TR08488,FI,2,18,2,0,Quality,Rejected,HIGH
TR08489,SD,2,51,0,2,Production,Pending,MEDIUM
TR08490,FI,1,109,2,3,Quality,Pending,HIGH
TR08491,HR,1,53,2,2,Quality,Pending,HIGH
TR08492,FI,3,50,0,0,Development,Approved,LOW
TR08493,HR,1,90,1,0,Development,Rejected,MEDIUM
TR08494,FI,3,26,0,1,Development,Approved,MEDIUM
TR08495,HR,5,70,1,1,Development,Approved,LOW
TR08496,SD,5,65,1,2,Development,Pending,MEDIUM
TR08497,SD,6,65,2,3,Development,Approved,HIGH
TR08498,FI,6,92,1,2,Quality,Approved,MEDIUM
TR08499,FI,3,120,1,3,Development,Rejected,HIGH
TR08500,MM,6,113,2,3,Production,Approved,HIGH
TR08501,FI,4,42,2,3,Development,Rejected,HIGH
TR08502,MM,5,90,2,2,Development,Pending,HIGH
TR08503,MM,1,48,1,3,Development,Approved,HIGH
TR08504,MM,6,10,2,3,Quality,Approved,HIGH
TR08505,MM,2,56,1,1,Production,Approved,LOW
